Age,Gender,Race,Precinct,Total Registered: 2022
35 to 49,Female,White,Rochester W1 P4,93
35 to 49,Female,White,Rochester W1 P5,29
35 to 49,Female,White,Rochester W1 P6,148
35 to 49,Female,White,Rochester W1 P7,123
35 to 49,Female,White,Rochester W1 P8,113
35 to 49,Female,White,Rochester W1 P9,36
35 to 49,Female,White,Rochester W2 P1,100
35 to 49,Female,White,Rochester W2 P10,71
35 to 49,Female,White,Rochester W2 P11,115
35 to 49,Female,White,Rochester W2 P2,50
35 to 49,Female,White,Rochester W2 P3,107
35 to 49,Female,White,Rochester W2 P4,95
35 to 49,Female,White,Rochester W2 P5,54
35 to 49,Female,White,Rochester W2 P6,49
35 to 49,Female,White,Rochester W2 P9,70
35 to 49,Female,White,Rochester W4 P10,72
35 to 49,Female,White,Rochester W4 P11,48
35 to 49,Female,White,Rochester W4 P12,43
35 to 49,Female,White,Rochester W4 P13,36
35 to 49,Female,White,Rochester W4 P8,61
35 to 49,Female,White,Rochester W4 P9,21
35 to 49,Female,White,Rochester W5 P14,42
35 to 49,Female,White,Rock Dell Twp.,53
35 to 49,Female,White,Salem Twp.,79
35 to 49,Female,White,Stewartville,480
35 to 49,Female,White,Vernon Twp.,57
35 to 49,Female,White,Wasioja Twp.,66
35 to 49,Female,White,West Concord,41
35 to 49,Female,White,Westfield Twp.,41
35 to 49,Female,White,Ashland Twp.,4
35 to 49,Female,White,Byron,74
35 to 49,Female,White,Canisteo Twp.,1
35 to 49,Female,White,Cascade Twp. P-3,1
35 to 49,Female,White,Claremont,3
35 to 49,Female,White,Claremont Twp.,4
35 to 49,Female,White,Concord Twp.,3
35 to 49,Female,White,Dodge Center P-1,14
35 to 49,Female,White,Dodge Center P-2,7
35 to 49,Female,White,Ellington Twp.,2
35 to 49,Female,White,Hayfield,14
35 to 49,Female,White,Hayfield Twp.,3
35 to 49,Female,White,High Forest Twp.,8
35 to 49,Female,White,Kalmar Twp.,4
35 to 49,Female,White,Kasson P-1,5
35 to 49,Female,White,Kasson P-2,55
35 to 49,Female,White,Kasson P-3,22
35 to 49,Female,White,Mantorville,9
35 to 49,Female,White,Mantorville Twp.,10
35 to 49,Female,White,Marion Twp. P-2,1
35 to 49,Female,White,Milton Twp.,5
35 to 49,Female,White,Rochester Twp P-1,18
35 to 49,Female,White,Rochester Twp P-2,3
35 to 49,Female,White,Rochester W1 P1,12
35 to 49,Female,White,Rochester W1 P10,17
35 to 49,Female,White,Rochester W1 P11,11
35 to 49,Female,White,Rochester W1 P12,18
35 to 49,Female,White,Rochester W1 P13,18
35 to 49,Female,White,Rochester W1 P14,7
35 to 49,Female,White,Rochester W1 P2,9
35 to 49,Female,White,Rochester W1 P4,15
35 to 49,Female,White,Rochester W1 P5,6
35 to 49,Female,White,Rochester W1 P6,19
35 to 49,Female,White,Rochester W1 P7,11
35 to 49,Female,White,Rochester W1 P8,16
35 to 49,Female,White,Rochester W1 P9,8
35 to 49,Female,White,Rochester W2 P1,12
35 to 49,Female,White,Rochester W2 P10,13
35 to 49,Female,White,Rochester W2 P11,20
35 to 49,Female,White,Rochester W2 P2,8
35 to 49,Female,White,Rochester W2 P3,13
35 to 49,Female,White,Rochester W2 P4,13
35 to 49,Female,White,Rochester W2 P5,10
35 to 49,Female,White,Rochester W2 P6,13
35 to 49,Female,White,Rochester W2 P9,8
35 to 49,Female,White,Rochester W4 P10,12
35 to 49,Female,White,Rochester W4 P11,16
35 to 49,Female,White,Rochester W4 P12,15
35 to 49,Female,White,Rochester W4 P13,9
35 to 49,Female,White,Rochester W4 P8,12
35 to 49,Female,White,Rochester W4 P9,3
35 to 49,Female,White,Rochester W5 P14,8
35 to 49,Female,White,Rock Dell Twp.,5
35 to 49,Female,White,Salem Twp.,10
35 to 49,Female,White,Stewartville,75
35 to 49,Female,White,Vernon Twp.,2
35 to 49,Female,White,Wasioja Twp.,6
35 to 49,Female,White,West Concord,9
35 to 49,Female,White,Westfield Twp.,1
35 to 49,Female,White,Byron,20
35 to 49,Female,White,Canisteo Twp.,2
35 to 49,Female,White,Claremont,3
35 to 49,Female,White,Claremont Twp.,1
35 to 49,Female,White,Concord Twp.,1
35 to 49,Female,White,Dodge Center P-1,2
35 to 49,Female,White,Dodge Center P-2,1
35 to 49,Female,White,Hayfield,1
35 to 49,Female,White,Kalmar Twp.,4
35 to 49,Female,White,Kasson P-1,3
35 to 49,Female,White,Kasson P-2,10
35 to 49,Female,White,Kasson P-3,1
35 to 49,Female,White,Mantorville,4
35 to 49,Female,White,Mantorville Twp.,1
35 to 49,Female,White,Milton Twp.,1
35 to 49,Female,White,Rochester Twp P-1,8
35 to 49,Female,White,Rochester Twp P-2,2
35 to 49,Female,White,Rochester W1 P1,4
35 to 49,Female,White,Rochester W1 P10,7
35 to 49,Female,White,Rochester W1 P11,9
35 to 49,Female,White,Rochester W1 P12,15
35 to 49,Female,White,Rochester W1 P13,8
35 to 49,Female,White,Rochester W1 P14,4
35 to 49,Female,White,Rochester W1 P2,4
35 to 49,Female,White,Rochester W1 P4,11
35 to 49,Female,White,Rochester W1 P5,1
35 to 49,Female,White,Rochester W1 P6,8
35 to 49,Female,White,Rochester W1 P7,14
35 to 49,Female,White,Rochester W1 P8,3
35 to 49,Female,White,Rochester W1 P9,2
35 to 49,Female,White,Rochester W2 P1,13
35 to 49,Female,White,Rochester W2 P10,7
35 to 49,Female,White,Rochester W2 P11,8
35 to 49,Female,White,Rochester W2 P2,2
35 to 49,Female,White,Rochester W2 P3,2
35 to 49,Female,White,Rochester W2 P4,5
35 to 49,Female,White,Rochester W2 P5,4
35 to 49,Female,White,Rochester W2 P6,2
35 to 49,Female,White,Rochester W2 P9,1
35 to 49,Female,White,Rochester W4 P10,6
35 to 49,Female,White,Rochester W4 P11,3
35 to 49,Female,White,Rochester W4 P12,8
35 to 49,Female,White,Rochester W4 P13,4
35 to 49,Female,White,Rochester W4 P8,4
35 to 49,Female,White,Rochester W4 P9,1
35 to 49,Female,White,Rochester W5 P14,3
35 to 49,Female,White,Rock Dell Twp.,5
35 to 49,Female,White,Salem Twp.,3
35 to 49,Female,White,Stewartville,13
35 to 49,Female,White,Vernon Twp.,2
35 to 49,Female,White,West Concord,2
35 to 49,Female,Unknown,Byron,1
35 to 49,Female,Unknown,Canisteo Twp.,1
35 to 49,Female,Unknown,Kasson P-1,1
35 to 49,Female,Unknown,Kasson P-2,1
35 to 49,Female,Unknown,Rochester Twp P-1,2
35 to 49,Female,Unknown,Rochester W1 P6,1
35 to 49,Female,Unknown,Rochester W2 P11,1
35 to 49,Female,Unknown,Rochester W2 P2,3
35 to 49,Female,Unknown,Rochester W2 P3,2
35 to 49,Female,Unknown,Rochester W2 P4,2
35 to 49,Female,Unknown,Rochester W2 P5,1
35 to 49,Female,Unknown,Rochester W2 P9,2
35 to 49,Female,Unknown,Rochester W4 P10,2
35 to 49,Female,Unknown,Rochester W4 P8,1
35 to 49,Unknown,Asian,Byron,7
35 to 49,Unknown,Asian,Rochester W1 P1,3
35 to 49,Unknown,Asian,Rochester W1 P11,2
35 to 49,Unknown,Asian,Rochester W1 P12,4
35 to 49,Unknown,Asian,Rochester W1 P13,6
35 to 49,Unknown,Asian,Rochester W1 P2,2
35 to 49,Unknown,Asian,Rochester W1 P4,1
35 to 49,Unknown,Asian,Rochester W1 P5,1
35 to 49,Unknown,Asian,Rochester W1 P6,5
35 to 49,Unknown,Asian,Rochester W1 P7,9
35 to 49,Unknown,Asian,Rochester W1 P8,3
35 to 49,Unknown,Asian,Rochester W2 P1,2
35 to 49,Unknown,Asian,Rochester W2 P10,1
35 to 49,Unknown,Asian,Rochester W2 P11,4
35 to 49,Unknown,Asian,Rochester W2 P3,2
35 to 49,Unknown,Asian,Rochester W2 P4,2
35 to 49,Unknown,Asian,Rochester W2 P5,4
35 to 49,Unknown,Asian,Rochester W2 P6,2
35 to 49,Unknown,Asian,Rochester W2 P9,1
35 to 49,Unknown,Asian,Rochester W4 P10,2
35 to 49,Unknown,Asian,Rochester W4 P11,1
35 to 49,Unknown,Asian,Rochester W4 P8,1
35 to 49,Unknown,Asian,Rochester W5 P14,1
35 to 49,Unknown,Asian,Salem Twp.,1
35 to 49,Unknown,Asian,Byron,4
35 to 49,Unknown,Asian,Rochester Twp P-1,9
35 to 49,Unknown,Asian,Rochester Twp P-2,1
35 to 49,Unknown,Asian,Rochester W1 P1,2
35 to 49,Unknown,Asian,Rochester W1 P10,5
35 to 49,Unknown,Asian,Rochester W1 P11,3
35 to 49,Unknown,Asian,Rochester W1 P12,3
35 to 49,Unknown,Asian,Rochester W1 P13,7
35 to 49,Unknown,Asian,Rochester W1 P2,3
35 to 49,Unknown,Asian,Rochester W1 P6,6
35 to 49,Unknown,Asian,Rochester W1 P7,5
35 to 49,Unknown,Asian,Rochester W1 P9,1
35 to 49,Unknown,Asian,Rochester W2 P1,5
35 to 49,Unknown,Asian,Rochester W2 P10,4
35 to 49,Unknown,Asian,Rochester W2 P11,4
35 to 49,Unknown,Asian,Rochester W2 P2,7
35 to 49,Unknown,Asian,Rochester W2 P3,2
35 to 49,Unknown,Asian,Rochester W2 P4,1
35 to 49,Unknown,Asian,Rochester W2 P5,7
35 to 49,Unknown,Asian,Rochester W2 P6,5
35 to 49,Unknown,Asian,Rochester W2 P9,2
35 to 49,Unknown,Asian,Rochester W4 P10,5
35 to 49,Unknown,Asian,Rochester W4 P11,3
35 to 49,Unknown,Asian,Rochester W4 P12,2
35 to 49,Unknown,Asian,Rochester W4 P13,1
35 to 49,Unknown,Asian,Rochester W4 P8,3
35 to 49,Unknown,Asian,Rochester W4 P9,4
35 to 49,Unknown,Asian,Salem Twp.,2
35 to 49,Unknown,Asian,Stewartville,1
35 to 49,Unknown,Asian,Byron,1
35 to 49,Unknown,Asian,Kasson P-2,1
35 to 49,Unknown,Asian,Kasson P-3,1
35 to 49,Unknown,Asian,Rochester W1 P1,1
35 to 49,Unknown,Asian,Rochester W1 P11,1
35 to 49,Unknown,Asian,Rochester W1 P12,1
35 to 49,Unknown,Asian,Rochester W1 P13,6
35 to 49,Unknown,Asian,Rochester W1 P14,1
35 to 49,Unknown,Asian,Rochester W1 P4,1
35 to 49,Unknown,Asian,Rochester W1 P7,2
35 to 49,Unknown,Asian,Rochester W1 P8,3
35 to 49,Unknown,Asian,Rochester W1 P9,2
35 to 49,Unknown,Asian,Rochester W2 P1,1
35 to 49,Unknown,Asian,Rochester W2 P10,1
35 to 49,Unknown,Asian,Rochester W2 P11,1
35 to 49,Unknown,Asian,Rochester W2 P3,1
35 to 49,Unknown,Asian,Rochester W2 P5,1
35 to 49,Unknown,Asian,Rochester W2 P6,1
35 to 49,Unknown,Asian,Rochester W4 P11,2
35 to 49,Unknown,Asian,Rochester W4 P13,1
35 to 49,Unknown,Black,Byron,2
35 to 49,Unknown,Black,Hayfield,1
35 to 49,Unknown,Black,Rochester W1 P10,3
35 to 49,Unknown,Black,Rochester W1 P11,3
35 to 49,Unknown,Black,Rochester W1 P4,1
35 to 49,Unknown,Black,Rochester W1 P7,1
35 to 49,Unknown,Black,Rochester W1 P8,1
35 to 49,Unknown,Black,Rochester W1 P9,1
35 to 49,Unknown,Black,Rochester W2 P1,1
35 to 49,Unknown,Black,Rochester W2 P2,1
35 to 49,Unknown,Black,Rochester W2 P3,2
35 to 49,Unknown,Black,Rochester W2 P4,1
35 to 49,Unknown,Black,Rochester W2 P5,1
35 to 49,Unknown,Black,Rochester W2 P6,1
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P10,6
35 to 49,Unknown,Black,Rochester W4 P11,6
35 to 49,Unknown,Black,Rochester W4 P12,2
35 to 49,Unknown,Black,Rochester W4 P8,2
35 to 49,Unknown,Black,Rochester W4 P9,15
35 to 49,Unknown,Black,Rochester W5 P14,1
35 to 49,Unknown,Black,Stewartville,1
35 to 49,Unknown,Black,Hayfield,1
35 to 49,Unknown,Black,Kasson P-3,1
35 to 49,Unknown,Black,Rochester W1 P12,4
35 to 49,Unknown,Black,Rochester W1 P13,3
35 to 49,Unknown,Black,Rochester W1 P2,1
35 to 49,Unknown,Black,Rochester W1 P4,3
35 to 49,Unknown,Black,Rochester W1 P6,1
35 to 49,Unknown,Black,Rochester W1 P8,1
35 to 49,Unknown,Black,Rochester W1 P9,1
35 to 49,Unknown,Black,Rochester W2 P1,9
35 to 49,Unknown,Black,Rochester W2 P10,1
35 to 49,Unknown,Black,Rochester W2 P11,1
35 to 49,Unknown,Black,Rochester W2 P2,3
35 to 49,Unknown,Black,Rochester W2 P3,1
35 to 49,Unknown,Black,Rochester W2 P5,5
35 to 49,Unknown,Black,Rochester W2 P6,2
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P10,7
35 to 49,Unknown,Black,Rochester W4 P11,5
35 to 49,Unknown,Black,Rochester W4 P12,1
35 to 49,Unknown,Black,Rochester W4 P13,1
35 to 49,Unknown,Black,Rochester W4 P8,10
35 to 49,Unknown,Black,Rochester W4 P9,16
35 to 49,Unknown,Black,Rochester W5 P14,3
35 to 49,Unknown,Black,Stewartville,3
35 to 49,Unknown,Black,Rochester W1 P10,2
35 to 49,Unknown,Black,Rochester W1 P11,2
35 to 49,Unknown,Black,Rochester W1 P12,2
35 to 49,Unknown,Black,Rochester W1 P4,1
35 to 49,Unknown,Black,Rochester W1 P5,2
35 to 49,Unknown,Black,Rochester W1 P7,1
35 to 49,Unknown,Black,Rochester W1 P8,1
35 to 49,Unknown,Black,Rochester W2 P1,3
35 to 49,Unknown,Black,Rochester W2 P2,1
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P10,1
35 to 49,Unknown,Black,Rochester W4 P11,4
35 to 49,Unknown,Black,Rochester W4 P12,1
35 to 49,Unknown,Black,Rochester W4 P8,3
35 to 49,Unknown,Black,Rochester W4 P9,10
35 to 49,Unknown,Hispanic,Dodge Center P-1,1
35 to 49,Unknown,Hispanic,Rochester W2 P5,1
35 to 49,Unknown,Hispanic,Stewartville,1
35 to 49,Unknown,Hispanic,Kasson P-2,1
35 to 49,Unknown,Hispanic,Rochester W1 P4,1
35 to 49,Unknown,Hispanic,Rochester W2 P10,1
35 to 49,Unknown,Hispanic,Rochester W4 P10,1
35 to 49,Unknown,Hispanic,Rochester W4 P12,1
35 to 49,Unknown,Hispanic,Rochester W4 P13,1
35 to 49,Unknown,Hispanic,Rochester W4 P8,1
35 to 49,Unknown,Hispanic,Rochester W4 P9,2
35 to 49,Unknown,Hispanic,Stewartville,2
35 to 49,Unknown,Hispanic,Wasioja Twp.,1
35 to 49,Unknown,Hispanic,Kasson P-3,1
35 to 49,Unknown,Hispanic,Rochester W1 P10,1
35 to 49,Unknown,Hispanic,Rochester W1 P8,1
35 to 49,Unknown,Hispanic,Rochester W2 P9,1
35 to 49,Unknown,Native,Rochester W2 P9,1
35 to 49,Unknown,White,Byron,17
35 to 49,Unknown,White,Canisteo Twp.,1
35 to 49,Unknown,White,Concord Twp.,1
35 to 49,Unknown,White,Dodge Center P-1,4
35 to 49,Unknown,White,Ellington Twp.,1
35 to 49,Unknown,White,Hayfield,3
35 to 49,Unknown,White,Hayfield Twp.,1
35 to 49,Unknown,White,Kalmar Twp.,1
35 to 49,Unknown,White,Kasson P-2,6
35 to 49,Unknown,White,Kasson P-3,5
35 to 49,Unknown,White,Mantorville Twp.,6
35 to 49,Unknown,White,Rochester Twp P-1,4
35 to 49,Unknown,White,Rochester Twp P-2,1
35 to 49,Unknown,White,Rochester W1 P1,2
35 to 49,Unknown,White,Rochester W1 P10,2
35 to 49,Unknown,White,Rochester W1 P11,3
35 to 49,Unknown,White,Rochester W1 P12,3
35 to 49,Unknown,White,Rochester W1 P14,1
35 to 49,Unknown,White,Rochester W1 P2,1
35 to 49,Unknown,White,Rochester W1 P4,4
35 to 49,Unknown,White,Rochester W1 P5,1
35 to 49,Unknown,White,Rochester W1 P6,8
35 to 49,Unknown,White,Rochester W1 P7,6
35 to 49,Unknown,White,Rochester W1 P8,3
35 to 49,Unknown,White,Rochester W2 P1,4
35 to 49,Unknown,White,Rochester W2 P10,2
35 to 49,Unknown,White,Rochester W2 P11,5
35 to 49,Unknown,White,Rochester W2 P2,5
35 to 49,Unknown,White,Rochester W2 P3,4
35 to 49,Unknown,White,Rochester W2 P5,3
35 to 49,Unknown,White,Rochester W2 P6,2
35 to 49,Unknown,White,Rochester W2 P9,3
35 to 49,Unknown,White,Rochester W4 P11,1
35 to 49,Unknown,White,Rochester W4 P8,1
35 to 49,Unknown,White,Rochester W5 P14,3
35 to 49,Unknown,White,Rock Dell Twp.,1
35 to 49,Unknown,White,Salem Twp.,3
35 to 49,Unknown,White,Stewartville,10
35 to 49,Unknown,White,Vernon Twp.,1
35 to 49,Unknown,White,West Concord,1
35 to 49,Unknown,White,Westfield Twp.,1
35 to 49,Unknown,White,Byron,10
35 to 49,Unknown,White,Claremont Twp.,2
35 to 49,Unknown,White,Dodge Center P-1,2
35 to 49,Unknown,White,Hayfield,3
35 to 49,Unknown,White,Kalmar Twp.,2
35 to 49,Unknown,White,Kasson P-1,1
35 to 49,Unknown,White,Kasson P-2,6
35 to 49,Unknown,White,Kasson P-3,1
35 to 49,Unknown,White,Mantorville,1
35 to 49,Unknown,White,Mantorville Twp.,6
35 to 49,Unknown,White,Milton Twp.,1
35 to 49,Unknown,White,Rochester Twp P-1,2
35 to 49,Unknown,White,Rochester W1 P1,1
35 to 49,Unknown,White,Rochester W1 P10,4
35 to 49,Unknown,White,Rochester W1 P11,4
35 to 49,Unknown,White,Rochester W1 P12,1
35 to 49,Unknown,White,Rochester W1 P13,1
35 to 49,Unknown,White,Rochester W1 P14,2
35 to 49,Unknown,White,Rochester W1 P2,6
35 to 49,Unknown,White,Rochester W1 P4,2
35 to 49,Unknown,White,Rochester W1 P5,4
35 to 49,Unknown,White,Rochester W1 P6,2
35 to 49,Unknown,White,Rochester W1 P7,3
35 to 49,Unknown,White,Rochester W1 P8,5
35 to 49,Unknown,White,Rochester W2 P1,3
35 to 49,Unknown,White,Rochester W2 P10,3
35 to 49,Unknown,White,Rochester W2 P11,5
35 to 49,Unknown,White,Rochester W2 P2,3
35 to 49,Unknown,White,Rochester W2 P3,3
35 to 49,Unknown,White,Rochester W2 P4,4
35 to 49,Unknown,White,Rochester W2 P5,4
35 to 49,Unknown,White,Rochester W2 P6,6
35 to 49,Unknown,White,Rochester W2 P9,1
35 to 49,Unknown,White,Rochester W4 P10,4
35 to 49,Unknown,White,Rochester W4 P11,2
35 to 49,Unknown,White,Rochester W4 P12,5
35 to 49,Unknown,White,Rochester W4 P13,3
35 to 49,Unknown,White,Rochester W4 P8,4
35 to 49,Unknown,White,Rochester W5 P14,2
35 to 49,Unknown,White,Salem Twp.,1
35 to 49,Unknown,White,Stewartville,5
35 to 49,Unknown,White,Vernon Twp.,1
35 to 49,Unknown,White,West Concord,1
35 to 49,Unknown,White,Byron,1
35 to 49,Unknown,White,Cascade Twp. P-3,1
35 to 49,Unknown,White,Concord Twp.,1
35 to 49,Unknown,White,Hayfield Twp.,1
35 to 49,Unknown,White,Kasson P-2,1
35 to 49,Unknown,White,Mantorville Twp.,1
35 to 49,Unknown,White,Rochester Twp P-1,3
35 to 49,Unknown,White,Rochester W1 P1,1
35 to 49,Unknown,White,Rochester W1 P10,1
35 to 49,Unknown,White,Rochester W1 P11,1
35 to 49,Unknown,White,Rochester W1 P12,2
35 to 49,Unknown,White,Rochester W1 P2,2
35 to 49,Unknown,White,Rochester W1 P4,3
35 to 49,Unknown,White,Rochester W1 P6,2
35 to 49,Unknown,White,Rochester W1 P7,1
35 to 49,Unknown,White,Rochester W1 P8,1
35 to 49,Unknown,White,Rochester W2 P1,2
35 to 49,Unknown,White,Rochester W2 P10,6
35 to 49,Unknown,White,Rochester W2 P11,1
35 to 49,Unknown,White,Rochester W2 P5,3
35 to 49,Unknown,White,Rochester W2 P9,2
35 to 49,Unknown,White,Rochester W4 P10,1
35 to 49,Unknown,White,Rochester W4 P8,1
35 to 49,Unknown,White,Stewartville,3
35 to 49,Unknown,Unknown,Rochester Twp P-1,1
35 to 49,Unknown,Unknown,Rochester W1 P10,1
35 to 49,Unknown,Unknown,Rochester W1 P8,1
35 to 49,Unknown,Unknown,Rochester W2 P10,1
35 to 49,Unknown,Unknown,Rochester W2 P3,2
35 to 49,Unknown,Unknown,Rochester W4 P11,1
35 to 49,Unknown,Unknown,Rochester W4 P9,1
35 to 49,Unknown,Unknown,Stewartville,1
50 to 64,Male,Asian,Byron,2
50 to 64,Male,Asian,Rochester Twp P-1,13
50 to 64,Male,Asian,Rochester W1 P1,5
50 to 64,Male,Asian,Rochester W1 P10,2
50 to 64,Male,Asian,Rochester W1 P12,3
50 to 64,Male,Asian,Rochester W1 P13,11
50 to 64,Male,Asian,Rochester W1 P14,1
50 to 64,Male,Asian,Rochester W1 P2,5
50 to 64,Male,Asian,Rochester W1 P4,1
50 to 64,Male,Asian,Rochester W1 P6,1
50 to 64,Male,Asian,Rochester W1 P7,11
50 to 64,Male,Asian,Rochester W1 P8,2
50 to 64,Male,Asian,Rochester W2 P1,5
50 to 64,Male,Asian,Rochester W2 P10,6
50 to 64,Male,Asian,Rochester W2 P11,1
50 to 64,Male,Asian,Rochester W2 P3,1
50 to 64,Male,Asian,Rochester W2 P4,2
50 to 64,Male,Asian,Rochester W2 P5,2
50 to 64,Male,Asian,Rochester W2 P9,1
50 to 64,Male,Asian,Rochester W4 P11,2
50 to 64,Male,Asian,Rochester W4 P12,1
