Age,Gender,Party,Precinct,Total Registered: 2020
35 to 49,Male,Democrat,Claremont,3
35 to 49,Male,Democrat,Concord Twp.,2
35 to 49,Male,Democrat,Dodge Center P-1,5
35 to 49,Male,Democrat,Dodge Center P-2,2
35 to 49,Male,Democrat,Hayfield,1
35 to 49,Male,Democrat,Hayfield Twp.,1
35 to 49,Male,Democrat,High Forest Twp.,2
35 to 49,Male,Democrat,Kalmar Twp.,9
35 to 49,Male,Democrat,Kasson P-1,3
35 to 49,Male,Democrat,Kasson P-2,22
35 to 49,Male,Democrat,Kasson P-3,5
35 to 49,Male,Democrat,Mantorville,2
35 to 49,Male,Democrat,Mantorville Twp.,3
35 to 49,Male,Democrat,Rochester Twp P-1,17
35 to 49,Male,Democrat,Rochester Twp P-2,1
35 to 49,Male,Democrat,Rochester W1 P1,3
35 to 49,Male,Democrat,Rochester W1 P10,7
35 to 49,Male,Democrat,Rochester W1 P11,10
35 to 49,Male,Democrat,Rochester W1 P12,14
35 to 49,Male,Democrat,Rochester W1 P13,18
35 to 49,Male,Democrat,Rochester W1 P14,1
35 to 49,Male,Democrat,Rochester W1 P2,11
35 to 49,Male,Democrat,Rochester W1 P4,9
35 to 49,Male,Democrat,Rochester W1 P5,5
35 to 49,Male,Democrat,Rochester W1 P6,14
35 to 49,Male,Democrat,Rochester W1 P7,18
35 to 49,Male,Democrat,Rochester W1 P8,11
35 to 49,Male,Democrat,Rochester W1 P9,2
35 to 49,Male,Democrat,Rochester W2 P1,6
35 to 49,Male,Democrat,Rochester W2 P10,8
35 to 49,Male,Democrat,Rochester W2 P11,16
35 to 49,Male,Democrat,Rochester W2 P2,4
35 to 49,Male,Democrat,Rochester W2 P3,11
35 to 49,Male,Democrat,Rochester W2 P4,11
35 to 49,Male,Democrat,Rochester W2 P5,7
35 to 49,Male,Democrat,Rochester W2 P6,3
35 to 49,Male,Democrat,Rochester W2 P9,10
35 to 49,Male,Democrat,Rochester W4 P10,13
35 to 49,Male,Democrat,Rochester W4 P11,10
35 to 49,Male,Democrat,Rochester W4 P13,2
35 to 49,Male,Democrat,Rochester W4 P8,10
35 to 49,Male,Democrat,Rochester W4 P9,5
35 to 49,Male,Democrat,Rock Dell Twp.,2
35 to 49,Male,Democrat,Salem Twp.,4
35 to 49,Male,Democrat,Stewartville,25
35 to 49,Male,Democrat,Vernon Twp.,1
35 to 49,Male,Democrat,Westfield Twp.,1
35 to 49,Male,Democrat,Ashland Twp.,1
35 to 49,Male,Democrat,Byron,60
35 to 49,Male,Democrat,Canisteo Twp.,5
35 to 49,Male,Democrat,Cascade Twp. P-3,6
35 to 49,Male,Democrat,Claremont,1
35 to 49,Male,Democrat,Claremont Twp.,1
35 to 49,Male,Democrat,Dodge Center P-1,7
35 to 49,Male,Democrat,Hayfield,9
35 to 49,Male,Democrat,Hayfield Twp.,8
35 to 49,Male,Democrat,High Forest Twp.,3
35 to 49,Male,Democrat,Kalmar Twp.,9
35 to 49,Male,Democrat,Kasson P-1,9
35 to 49,Male,Democrat,Kasson P-2,38
35 to 49,Male,Democrat,Kasson P-3,6
35 to 49,Male,Democrat,Mantorville Twp.,15
35 to 49,Male,Democrat,Milton Twp.,7
35 to 49,Male,Democrat,Rochester Twp P-1,28
35 to 49,Male,Democrat,Rochester Twp P-2,3
35 to 49,Male,Democrat,Rochester Twp P-3,3
35 to 49,Male,Democrat,Rochester W1 P1,12
35 to 49,Male,Democrat,Rochester W1 P10,8
35 to 49,Male,Democrat,Rochester W1 P11,20
35 to 49,Male,Democrat,Rochester W1 P12,23
35 to 49,Male,Democrat,Rochester W1 P13,22
35 to 49,Male,Democrat,Rochester W1 P14,7
35 to 49,Male,Democrat,Rochester W1 P2,12
35 to 49,Male,Democrat,Rochester W1 P4,10
35 to 49,Male,Democrat,Rochester W1 P5,1
35 to 49,Male,Democrat,Rochester W1 P6,22
35 to 49,Male,Democrat,Rochester W1 P7,23
35 to 49,Male,Democrat,Rochester W1 P8,18
35 to 49,Male,Democrat,Rochester W1 P9,6
35 to 49,Male,Democrat,Rochester W2 P1,23
35 to 49,Male,Democrat,Rochester W2 P10,12
35 to 49,Male,Democrat,Rochester W2 P11,27
35 to 49,Male,Democrat,Rochester W2 P2,7
35 to 49,Male,Democrat,Rochester W2 P3,13
35 to 49,Male,Democrat,Rochester W2 P4,16
35 to 49,Male,Democrat,Rochester W2 P5,12
35 to 49,Male,Democrat,Rochester W2 P6,14
35 to 49,Male,Democrat,Rochester W2 P9,13
35 to 49,Male,Democrat,Rochester W4 P10,17
35 to 49,Male,Democrat,Rochester W4 P11,24
35 to 49,Male,Democrat,Rochester W4 P12,11
35 to 49,Male,Democrat,Rochester W4 P13,1
35 to 49,Male,Democrat,Rochester W4 P8,22
35 to 49,Male,Democrat,Rochester W4 P9,4
35 to 49,Male,Democrat,Rochester W5 P14,6
35 to 49,Male,Democrat,Rock Dell Twp.,4
35 to 49,Male,Democrat,Salem Twp.,6
35 to 49,Male,Democrat,Stewartville,50
35 to 49,Male,Democrat,Vernon Twp.,3
35 to 49,Male,Democrat,Wasioja Twp.,6
35 to 49,Male,Democrat,West Concord,3
35 to 49,Male,Democrat,Westfield Twp.,2
35 to 49,Male,Democrat,Ashland Twp.,1
35 to 49,Male,Democrat,Byron,65
35 to 49,Male,Democrat,Canisteo Twp.,1
35 to 49,Male,Democrat,Cascade Twp. P-3,1
35 to 49,Male,Democrat,Claremont,3
35 to 49,Male,Democrat,Claremont Twp.,2
35 to 49,Male,Democrat,Concord Twp.,6
35 to 49,Male,Democrat,Dodge Center P-1,10
35 to 49,Male,Democrat,Ellington Twp.,3
35 to 49,Male,Democrat,Hayfield,2
35 to 49,Male,Democrat,High Forest Twp.,4
35 to 49,Male,Democrat,Kalmar Twp.,16
35 to 49,Male,Democrat,Kasson P-1,5
35 to 49,Male,Democrat,Kasson P-2,27
35 to 49,Male,Democrat,Kasson P-3,7
35 to 49,Male,Democrat,Mantorville,7
35 to 49,Male,Democrat,Mantorville Twp.,17
35 to 49,Male,Democrat,Rochester Twp P-1,11
35 to 49,Male,Democrat,Rochester Twp P-2,1
35 to 49,Male,Democrat,Rochester W1 P1,6
35 to 49,Male,Democrat,Rochester W1 P10,7
35 to 49,Male,Democrat,Rochester W1 P11,24
35 to 49,Male,Democrat,Rochester W1 P12,17
35 to 49,Male,Democrat,Rochester W1 P13,17
35 to 49,Male,Democrat,Rochester W1 P14,9
35 to 49,Male,Democrat,Rochester W1 P2,10
35 to 49,Male,Democrat,Rochester W1 P4,8
35 to 49,Male,Democrat,Rochester W1 P5,3
35 to 49,Male,Democrat,Rochester W1 P6,21
35 to 49,Male,Democrat,Rochester W1 P7,14
35 to 49,Male,Democrat,Rochester W1 P8,11
35 to 49,Male,Democrat,Rochester W1 P9,6
35 to 49,Male,Democrat,Rochester W2 P1,11
35 to 49,Male,Democrat,Rochester W2 P10,9
35 to 49,Male,Democrat,Rochester W2 P11,15
35 to 49,Male,Democrat,Rochester W2 P2,9
35 to 49,Male,Democrat,Rochester W2 P3,10
35 to 49,Male,Democrat,Rochester W2 P4,7
35 to 49,Male,Democrat,Rochester W2 P5,9
35 to 49,Male,Democrat,Rochester W2 P6,3
35 to 49,Male,Democrat,Rochester W2 P9,8
35 to 49,Male,Democrat,Rochester W4 P10,14
35 to 49,Male,Democrat,Rochester W4 P11,7
35 to 49,Male,Democrat,Rochester W4 P12,6
35 to 49,Male,Democrat,Rochester W4 P13,4
35 to 49,Male,Democrat,Rochester W4 P8,5
35 to 49,Male,Democrat,Rochester W4 P9,2
35 to 49,Male,Democrat,Rochester W5 P14,6
35 to 49,Male,Democrat,Rock Dell Twp.,4
35 to 49,Male,Democrat,Salem Twp.,6
35 to 49,Male,Democrat,Stewartville,64
35 to 49,Male,Democrat,Vernon Twp.,2
35 to 49,Male,Democrat,Wasioja Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Byron,3
35 to 49,Male,Independent / Undecided / Swing,Claremont Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Hayfield,1
35 to 49,Male,Independent / Undecided / Swing,High Forest Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Kasson P-1,2
35 to 49,Male,Independent / Undecided / Swing,Kasson P-2,1
35 to 49,Male,Independent / Undecided / Swing,Mantorville,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P12,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P7,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P8,3
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P9,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P1,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P4,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P9,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P12,1
35 to 49,Male,Independent / Undecided / Swing,Salem Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Stewartville,3
35 to 49,Male,Independent / Undecided / Swing,Ashland Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Byron,59
35 to 49,Male,Independent / Undecided / Swing,Canisteo Twp.,3
35 to 49,Male,Independent / Undecided / Swing,Cascade Twp. P-3,1
35 to 49,Male,Independent / Undecided / Swing,Claremont,1
35 to 49,Male,Independent / Undecided / Swing,Claremont Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Concord Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Dodge Center P-1,7
35 to 49,Male,Independent / Undecided / Swing,Dodge Center P-2,1
35 to 49,Male,Independent / Undecided / Swing,Hayfield,5
35 to 49,Male,Independent / Undecided / Swing,Hayfield Twp.,3
35 to 49,Male,Independent / Undecided / Swing,High Forest Twp.,7
35 to 49,Male,Independent / Undecided / Swing,Kalmar Twp.,5
35 to 49,Male,Independent / Undecided / Swing,Kasson P-1,3
35 to 49,Male,Independent / Undecided / Swing,Kasson P-2,27
35 to 49,Male,Independent / Undecided / Swing,Kasson P-3,4
35 to 49,Male,Independent / Undecided / Swing,Mantorville,3
35 to 49,Male,Independent / Undecided / Swing,Mantorville Twp.,10
35 to 49,Male,Independent / Undecided / Swing,Milton Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Rochester Twp P-1,10
35 to 49,Male,Independent / Undecided / Swing,Rochester Twp P-2,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P1,8
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P10,8
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P11,21
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P12,15
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P13,17
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P14,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P2,3
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P4,9
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P5,3
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P6,20
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P7,12
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P8,17
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P9,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P1,10
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P10,6
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P11,12
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P2,2
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P3,9
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P4,9
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P5,8
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P6,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P9,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P10,11
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P11,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P12,4
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P13,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P8,11
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P9,1
35 to 49,Male,Independent / Undecided / Swing,Rochester W5 P14,5
35 to 49,Male,Independent / Undecided / Swing,Rock Dell Twp.,4
35 to 49,Male,Independent / Undecided / Swing,Salem Twp.,4
35 to 49,Male,Independent / Undecided / Swing,Stewartville,62
35 to 49,Male,Independent / Undecided / Swing,Vernon Twp.,7
35 to 49,Male,Independent / Undecided / Swing,Wasioja Twp.,4
35 to 49,Male,Independent / Undecided / Swing,West Concord,2
35 to 49,Male,Independent / Undecided / Swing,Westfield Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Ashland Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Byron,31
35 to 49,Male,Independent / Undecided / Swing,Canisteo Twp.,5
35 to 49,Male,Independent / Undecided / Swing,Cascade Twp. P-3,1
35 to 49,Male,Independent / Undecided / Swing,Claremont,1
35 to 49,Male,Independent / Undecided / Swing,Claremont Twp.,3
35 to 49,Male,Independent / Undecided / Swing,Concord Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Dodge Center P-1,9
35 to 49,Male,Independent / Undecided / Swing,Dodge Center P-2,3
35 to 49,Male,Independent / Undecided / Swing,Ellington Twp.,1
35 to 49,Male,Independent / Undecided / Swing,Hayfield,7
35 to 49,Male,Independent / Undecided / Swing,Hayfield Twp.,1
35 to 49,Male,Independent / Undecided / Swing,High Forest Twp.,7
35 to 49,Male,Independent / Undecided / Swing,Kalmar Twp.,7
35 to 49,Male,Independent / Undecided / Swing,Kasson P-1,5
35 to 49,Male,Independent / Undecided / Swing,Kasson P-2,25
35 to 49,Male,Independent / Undecided / Swing,Kasson P-3,7
35 to 49,Male,Independent / Undecided / Swing,Mantorville,4
35 to 49,Male,Independent / Undecided / Swing,Mantorville Twp.,8
35 to 49,Male,Independent / Undecided / Swing,Milton Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Ripley Twp.,2
35 to 49,Male,Independent / Undecided / Swing,Rochester Twp P-1,8
35 to 49,Male,Independent / Undecided / Swing,Rochester Twp P-2,2
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P1,9
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P10,7
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P11,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P12,16
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P13,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P14,3
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P2,6
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P4,9
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P5,7
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P6,15
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P7,8
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P8,7
35 to 49,Male,Independent / Undecided / Swing,Rochester W1 P9,2
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P1,11
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P10,4
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P11,7
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P2,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P3,12
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P4,11
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P5,10
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P6,3
35 to 49,Male,Independent / Undecided / Swing,Rochester W2 P9,2
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P10,8
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P11,2
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P12,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P13,7
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P8,5
35 to 49,Male,Independent / Undecided / Swing,Rochester W4 P9,4
35 to 49,Male,Independent / Undecided / Swing,Rock Dell Twp.,7
35 to 49,Male,Independent / Undecided / Swing,Salem Twp.,4
35 to 49,Male,Independent / Undecided / Swing,Stewartville,35
35 to 49,Male,Independent / Undecided / Swing,Vernon Twp.,3
35 to 49,Male,Independent / Undecided / Swing,Wasioja Twp.,3
35 to 49,Male,Independent / Undecided / Swing,West Concord,2
35 to 49,Male,Independent / Undecided / Swing,Westfield Twp.,1
35 to 49,Male,Republican,Ashland Twp.,1
35 to 49,Male,Republican,Byron,30
35 to 49,Male,Republican,Canisteo Twp.,5
35 to 49,Male,Republican,Cascade Twp. P-3,1
35 to 49,Male,Republican,Concord Twp.,1
35 to 49,Male,Republican,Dodge Center P-1,4
35 to 49,Male,Republican,Hayfield,3
35 to 49,Male,Republican,Hayfield Twp.,2
35 to 49,Male,Republican,High Forest Twp.,2
35 to 49,Male,Republican,Kalmar Twp.,5
35 to 49,Male,Republican,Kasson P-1,2
35 to 49,Male,Republican,Kasson P-2,19
35 to 49,Male,Republican,Kasson P-3,1
35 to 49,Male,Republican,Mantorville,4
35 to 49,Male,Republican,Mantorville Twp.,12
35 to 49,Male,Republican,Milton Twp.,5
35 to 49,Male,Republican,Ripley Twp.,2
35 to 49,Male,Republican,Rochester Twp P-1,3
35 to 49,Male,Republican,Rochester Twp P-2,1
35 to 49,Male,Republican,Rochester W1 P1,8
35 to 49,Male,Republican,Rochester W1 P11,7
35 to 49,Male,Republican,Rochester W1 P12,6
35 to 49,Male,Republican,Rochester W1 P13,9
35 to 49,Male,Republican,Rochester W1 P14,1
35 to 49,Male,Republican,Rochester W1 P2,2
35 to 49,Male,Republican,Rochester W1 P4,6
35 to 49,Male,Republican,Rochester W1 P6,5
35 to 49,Male,Republican,Rochester W1 P7,4
35 to 49,Male,Republican,Rochester W1 P8,7
35 to 49,Male,Republican,Rochester W1 P9,1
35 to 49,Male,Republican,Rochester W2 P1,7
35 to 49,Male,Republican,Rochester W2 P10,2
35 to 49,Male,Republican,Rochester W2 P11,4
35 to 49,Male,Republican,Rochester W2 P2,4
35 to 49,Male,Republican,Rochester W2 P3,6
35 to 49,Male,Republican,Rochester W2 P4,5
35 to 49,Male,Republican,Rochester W2 P5,3
35 to 49,Male,Republican,Rochester W2 P9,4
35 to 49,Male,Republican,Rochester W4 P10,4
35 to 49,Male,Republican,Rochester W4 P12,2
35 to 49,Male,Republican,Rochester W4 P13,3
35 to 49,Male,Republican,Rochester W4 P8,5
35 to 49,Male,Republican,Rochester W4 P9,2
35 to 49,Male,Republican,Rochester W5 P14,4
35 to 49,Male,Republican,Rock Dell Twp.,3
35 to 49,Male,Republican,Salem Twp.,5
35 to 49,Male,Republican,Stewartville,26
35 to 49,Male,Republican,Vernon Twp.,6
35 to 49,Male,Republican,Wasioja Twp.,1
35 to 49,Male,Republican,West Concord,2
35 to 49,Male,Republican,Westfield Twp.,3
35 to 49,Male,Republican,Ashland Twp.,3
35 to 49,Male,Republican,Byron,43
35 to 49,Male,Republican,Canisteo Twp.,3
35 to 49,Male,Republican,Cascade Twp. P-3,4
35 to 49,Male,Republican,Claremont,4
35 to 49,Male,Republican,Claremont Twp.,2
35 to 49,Male,Republican,Concord Twp.,7
35 to 49,Male,Republican,Dodge Center P-1,9
35 to 49,Male,Republican,Dodge Center P-2,4
35 to 49,Male,Republican,Ellington Twp.,2
35 to 49,Male,Republican,Hayfield,4
35 to 49,Male,Republican,Hayfield Twp.,9
35 to 49,Male,Republican,High Forest Twp.,10
35 to 49,Male,Republican,Kalmar Twp.,11
35 to 49,Male,Republican,Kasson P-1,5
35 to 49,Male,Republican,Kasson P-2,33
35 to 49,Male,Republican,Kasson P-3,7
35 to 49,Male,Republican,Mantorville,11
35 to 49,Male,Republican,Mantorville Twp.,14
35 to 49,Male,Republican,Milton Twp.,6
35 to 49,Male,Republican,Ripley Twp.,2
35 to 49,Male,Republican,Rochester Twp P-1,15
35 to 49,Male,Republican,Rochester Twp P-2,3
35 to 49,Male,Republican,Rochester W1 P1,8
35 to 49,Male,Republican,Rochester W1 P10,5
35 to 49,Male,Republican,Rochester W1 P11,13
35 to 49,Male,Republican,Rochester W1 P12,13
35 to 49,Male,Republican,Rochester W1 P13,8
35 to 49,Male,Republican,Rochester W1 P14,6
35 to 49,Male,Republican,Rochester W1 P2,3
35 to 49,Male,Republican,Rochester W1 P4,10
35 to 49,Male,Republican,Rochester W1 P5,2
35 to 49,Male,Republican,Rochester W1 P6,12
35 to 49,Male,Republican,Rochester W1 P7,8
35 to 49,Male,Republican,Rochester W1 P8,15
35 to 49,Male,Republican,Rochester W1 P9,5
35 to 49,Male,Republican,Rochester W2 P1,14
35 to 49,Male,Republican,Rochester W2 P10,6
35 to 49,Male,Republican,Rochester W2 P11,10
35 to 49,Male,Republican,Rochester W2 P2,2
35 to 49,Male,Republican,Rochester W2 P3,11
35 to 49,Male,Republican,Rochester W2 P4,4
35 to 49,Male,Republican,Rochester W2 P5,4
35 to 49,Male,Republican,Rochester W2 P6,4
35 to 49,Male,Republican,Rochester W2 P9,8
35 to 49,Male,Republican,Rochester W4 P10,4
35 to 49,Male,Republican,Rochester W4 P11,4
35 to 49,Male,Republican,Rochester W4 P12,2
35 to 49,Male,Republican,Rochester W4 P13,7
35 to 49,Male,Republican,Rochester W4 P8,5
35 to 49,Male,Republican,Rochester W4 P9,3
35 to 49,Male,Republican,Rochester W5 P14,4
35 to 49,Male,Republican,Rock Dell Twp.,10
35 to 49,Male,Republican,Salem Twp.,11
35 to 49,Male,Republican,Stewartville,40
35 to 49,Male,Republican,Vernon Twp.,11
35 to 49,Male,Republican,Wasioja Twp.,6
35 to 49,Male,Republican,West Concord,1
35 to 49,Male,Republican,Westfield Twp.,4
35 to 49,Male,Republican,Ashland Twp.,1
35 to 49,Male,Republican,Byron,1
35 to 49,Male,Republican,Hayfield,2
35 to 49,Male,Republican,Kasson P-2,4
35 to 49,Male,Republican,Mantorville Twp.,2
35 to 49,Male,Republican,Rochester Twp P-1,4
35 to 49,Male,Republican,Rochester Twp P-2,1
35 to 49,Male,Republican,Rochester Twp P-3,2
35 to 49,Male,Republican,Rochester W1 P10,2
35 to 49,Male,Republican,Rochester W1 P11,2
